Content Manifest for Depot 323911

Manifest ID / date     : 8103081664213196866 / 2016-02-02 01:35:19
Total number of files  : 6473
Total number of chunks : 10357
Total bytes on disk    : 4746202555
Total bytes compressed : 1985737152

          Size Chunks File SHA                                 Flags Name
          1844      1 2B15421A7EE5E030885C9A1DF1612C6C2878D2D0     0 core\materials\dev\sculpting_phong1_vmat_g_troughness_ffa8e53c.vtex_c
          2864      1 31CCB6C8A8E9588D91DB11007BD63CE0FB8B0764     0 core\materials\dev\sfm_volumetrics_frustum.vmat_c
        176476      1 D8DB7D6EE34FDB455C76DE041B66AB65B3E8C5CC     0 core\materials\dev\skin3_color_tga_f25245e9.vtex_c
          6176      1 FFF9AF17AC3A00B3E64BB4F083D43015E58278EF     0 core\materials\dev\skin3_phong1.vmat_c
          1844      1 2B15421A7EE5E030885C9A1DF1612C6C2878D2D0     0 core\materials\dev\skin3_phong1_vmat_g_troughness_ffa8e53c.vtex_c
          6040      1 0ECA23742453FA762AE8D88C3DEC17AEA2A30E02     0 core\materials\dev\sky_helper.vmat_c
          4460      1 05466432338737BFB166C0A3050C806FB552540F     0 core\materials\dev\sky_helper_color_tga_4581f9d3.vtex_c
          4460      1 17980E523937E4696CBD157060391F9AD6184F51     0 core\materials\dev\sky_helper_color_tga_7ba8fb9a.vtex_c
          2288      1 778AE90598082B5778C7B8030C75D6694BB87483     0 core\materials\dev\sky_lighting.vmat_c
          6248      1 6247A173FFAD8B3EE7789916F0B9AEBEA490463C     0 core\materials\dev\spheretest.vmat_c
          1844      1 2B15421A7EE5E030885C9A1DF1612C6C2878D2D0     0 core\materials\dev\spheretest_vmat_g_troughness_ffa8e53c.vtex_c
          4776      1 5255AA13A61122AACF95DCD7F807D6F904BDBCB3     0 core\materials\dev\spritecard.vmat_c
          4816      1 C99796B3C6FAE8C5B70979B3BF375143E581BDA3     0 core\materials\dev\spritecard_mod2x.vmat_c
          4832      1 536FFBA1AFE2BEF9FEC3D0B734DD65B31E51EF02     0 core\materials\dev\spritecard_nonzbuffered.vmat_c
          4872      1 FCB941B3C409E76E454A09B6ECBCA729E207F87B     0 core\materials\dev\spritecard_nonzbuffered_mod2x.vmat_c
          4832      1 B50E04DB14B5E83257F70807F2594417D3853766     0 core\materials\dev\spritecard_revzbuffered.vmat_c
          4864      1 87FE6522D2E31418F4DCE4C35E5FE83A540BCA04     0 core\materials\dev\spritecard_revzbuffered_mod2x.vmat_c
          2288      1 FE311E19ECB8A3A210F919D93C1018B9F53DC505     0 core\materials\dev\ssao_blur.vmat_c
          2296      1 34E6B36CF3651582071506E71C9F60C2FCD56681     0 core\materials\dev\ssao_convert_depth.vmat_c
          2320      1 E70F38FC7C6844E3C6032C96EECA97364007B82F     0 core\materials\dev\ssao_downsample_depth.vmat_c
          2328      1 B553361D4BD0A90C5E82BF7060E32654C2A59F6E     0 core\materials\dev\ssao_scalable_ao.vmat_c
       1400148      2 3A29EAFB67713117CEB5E0F18A4EDC65D013B385     0 core\materials\dev\tiling_normal_psd_45c43b70.vtex_c
       1399972      2 41E34402ACBFB040C625D19E2C45D0B544B2972D     0 core\materials\dev\tiling_normal_psd_9f52af75.vtex_c
          2552      1 A84A598839FCFCFBE65A971F079FFBB4FE60258E     0 core\materials\dev\tonemap_and_gamma_correct.vmat_c
          2464      1 344B7DF46C811881EB28FF456FA5466841660090     0 core\materials\dev\tonemap_query.vmat_c
          2648      1 4968C98E303506C1760DB209AEAE3EA735DACA3A     0 core\materials\dev\tools_2d_generic.vmat_c
          2464      1 ED4C7E5E7119723CE90ECD16B03DFDC00CC8E8B8     0 core\materials\dev\visualize_depth.vmat_c
          2264      1 613478D41C7C0B60D6FE686625482EF334238E9B     0 core\materials\dev\vr_stencil.vmat_c
          3120      1 4AEF32D47D74D579C2F37E52BF144CFCA926BD9D     0 core\materials\dev\vr_warp.vmat_c
        351380      1 CA3B9C30E938FD593832EA67E5A26C1377A69F7C     0 core\materials\dev\water_normal_tga_a99039e9.vtex_c
        700780      1 97BBA3E3639B5C0206A0252BA320F27E0CDEE03C     0 core\materials\dev\whitepanel_color_tga_a7576cc4.vtex_c
             0      0 0000000000000000000000000000000000000000    64 core\materials\editor
          6232      1 274BC4D38995B62158320EBA61ABD91137C39AC8     0 core\materials\editor\air_node.vmat_c
         23892      1 A3D9FEDEB0B1CF12A3BB00F50D4943840912942F     0 core\materials\editor\air_node_color_tga_daefdb4a.vtex_c
          6304      1 DAC2523B9CE1C0B53A48EBA1A385E1AB4CFE0E21     0 core\materials\editor\air_node_hint.vmat_c
         23940      1 570FDC5FD51034274048B5E349E53E1F403EEBD0     0 core\materials\editor\air_node_hint_color_tga_f5f695a7.vtex_c
          3304      1 1F719F486FC6A2D64D3331AEE2078F82D3DEF4FB     0 core\materials\editor\aiscripted_schedule.vmat_c
          7220      1 AA2A0F0BDBCE98AD5E8AB15A9F6F0DE3E3FAEBEF     0 core\materials\editor\aiscripted_schedule_tga_241abca2.vtex_c
          3248      1 91B0B6182842BF65614E26BB68CC9C7510922528     0 core\materials\editor\ai_goal_follow.vmat_c
          7204      1 4A439FE008A928A97FCFC520B091549FAEFB3851     0 core\materials\editor\ai_goal_follow_tga_ee4d1bbe.vtex_c
          3248      1 A06E55D53636E4AF93D1A6C8DA02E40D11EC2C3C     0 core\materials\editor\ai_goal_lead.vmat_c
          7188      1 F939685F80B358FA89E6AA775A21EF7F8018A789     0 core\materials\editor\ai_goal_lead_tga_207ea5ca.vtex_c
          3248      1 16A7D9C670C239CD88F5A4C577D9EADDBE47A2E0     0 core\materials\editor\ai_goal_police.vmat_c
          7204      1 05BDBA7C6BF3E367F3FE6BEFEC4FB8FE70C29936     0 core\materials\editor\ai_goal_police_tga_68daf88.vtex_c
          3264      1 9B3E1D114C9713A4C8491BFD73A5EAD246B9663A     0 core\materials\editor\ai_goal_standoff.vmat_c
          7204      1 7C9C1FB337B87AEF0DA36BE6B75BA39669F27850     0 core\materials\editor\ai_goal_standoff_tga_8f4208c1.vtex_c
          3264      1 746C4BA296C506D306283F9115EF08D996BEF368     0 core\materials\editor\ai_relationship.vmat_c
          7204      1 D34F364EA13BBDFF9F4DAC52005057CD1506D94E     0 core\materials\editor\ai_relationship_tga_30646941.vtex_c
          3208      1 BF531B23549DDA8E4B85634229FA3A039136DC99     0 core\materials\editor\ai_sound.vmat_c
          7172      1 0B8C982114EE136D10E19813A82C4832120ADE01     0 core\materials\editor\ai_sound_tga_b424f928.vtex_c
          3264      1 FF802C321EC06EF8FEEA56BAD4E57EAD15012128     0 core\materials\editor\ambient_generic.vmat_c
          7204      1 2F51C0AB242641E07C11A4C67E1E177323577CC5     0 core\materials\editor\ambient_generic_tga_71fb19c9.vtex_c
          3240      1 ED48ECB620A5AE2AD4A3446C6E1DC8E83A0E2F44     0 core\materials\editor\areafootprint_border.vmat_c
          1604      1 E5ED9112DEBC9D5A2577299DFEC2F2AA8AEDB4AC     0 core\materials\editor\areafootprint_border_vmat_g_tcolorb_51d676ae.vtex_c
          3248      1 6C19AB7503A6B8A0F85A9993C0FECD037A531A8C     0 core\materials\editor\assault_point.vmat_c
          7188      1 FB8352B0DBCBFCDF36968D8CDB89B926605F3291     0 core\materials\editor\assault_point_tga_bfd686f2.vtex_c
          3248      1 CBCBD79822E86B76E6EB0F4DEDED0B8D6B8EF5DB     0 core\materials\editor\assault_rally.vmat_c
          7188      1 4206B77D2AF94258085E4871B8C651FBC4088143     0 core\materials\editor\assault_rally_tga_a7274062.vtex_c
          3208      1 46ADAED0667EF2E385580479AA1C85AC8C687B1B     0 core\materials\editor\bullseye.vmat_c
          7172      1 35D70935E8873895974593FEB39B018A8900A863     0 core\materials\editor\bullseye_tga_c5064b48.vtex_c
          3248      1 13AE251183B9A2B912F9A5220E39F7310E5C4219     0 core\materials\editor\choreo_manager.vmat_c
          7204      1 901B2C414FBC805303ED431D611FE4881643CEF4     0 core\materials\editor\choreo_manager_tga_e5fcacc4.vtex_c
          3248      1 2CDD579E518FAD9582F08748160C74BC9BB78128     0 core\materials\editor\choreo_scene.vmat_c
          7188      1 BD6A7775DEEF9FA109BC03AA7EC4B9B29E927B89     0 core\materials\editor\choreo_scene_tga_d14e4f6d.vtex_c
          5680      1 1B906B1C0E4686A4FB44F8ACCAAD10C3FFA0FA3C     0 core\materials\editor\climb_node.vmat_c
         12668      1 E30E436D2364C9B735A1B91119D669C26EEE2157     0 core\materials\editor\climb_node_color_tga_7c333858.vtex_c
          3264      1 338E442C78739D47184EDC5DF69AF55E94096371     0 core\materials\editor\color_correction.vmat_c
          7204      1 876226F9CB59C3EA2BEEB294014319AC50A81CF0     0 core\materials\editor\color_correction_tga_98290037.vtex_c
          6200      1 59B7234D4E2BC80C15CC2D19598DB6E7FA118131     0 core\materials\editor\cordon.vmat_c
          7492      1 1AA8727F38F740C2759964B771324CA15FBF3343     0 core\materials\editor\cordon_color_tga_afbf568c.vtex_c
          6184      1 55A53E93148CE2F8CED44A6AEB2711155BEF5E60     0 core\materials\editor\dotted.vmat_c
          2372      1 EAEDEAD9C26DD2A7DEB3944F8B921B8025DA8E9C     0 core\materials\editor\dotted_color_tga_c5546c.vtex_c
          3184      1 55345564ECBD45FBFDCD14E1049005392B4D2F47     0 core\materials\editor\env_cubemap.vmat_c
          5840      1 25480FBBFD2F78684C2D41C767C6C4202BD41CF6     0 core\materials\editor\env_cubemap_model.vmat_c
          1500      1 CFCA56406FE6841EAD021808E811BB02D64722EA     0 core\materials\editor\env_cubemap_model_vmat_g_tcolor_a00ef19e.vtex_c
          1500      1 13F9CC2C91E8B76058238FCF9AD12EEDBC994ECB     0 core\materials\editor\env_cubemap_model_vmat_g_tmetalnessreflectancefresnel_28c61122.vtex_c
          1844      1 B00243CA2F83F4F8DEB774E456C211C1F08D0280     0 core\materials\editor\env_cubemap_model_vmat_g_troughness_57100314.vtex_c
          4460      1 576A454C824025BE3651778254A59596A74A6762     0 core\materials\editor\env_cubemap_tga_61544ad9.vtex_c
          3288      1 13EA1A2D346A32634CD5534872DAF95AA6C8B48D     0 core\materials\editor\env_dof_controller.vmat_c
          7220      1 263F0F871B0D69B2510912DF9AAF40C1D58160DD     0 core\materials\editor\env_dof_controller_tga_57528b3d.vtex_c
          3248      1 DEFFB65F9E3FF603A0F923BF9C5A000A6A6DF3C8     0 core\materials\editor\env_explosion.vmat_c
          7188      1 AABD3FE418FB6D2F20D23D5181B7B0500C9E8D7B     0 core\materials\editor\env_explosion_tga_7f456ba5.vtex_c
          3208      1 64D9AD54FAFA2BF433CA2BFB28C6A101D0F8B0DD     0 core\materials\editor\env_fade.vmat_c
          7172      1 0399443095D68BD872CDF5B910A62400FBCA5287     0 core\materials\editor\env_fade_tga_cfb95b57.vtex_c
          3208      1 790DED0A0A8BEA1259A576DAC444D6BB68367512     0 core\materials\editor\env_fire.vmat_c
          3248      1 0B70F4E2BFFA35138D3398EBBA11A763E9A88376     0 core\materials\editor\env_firesource.vmat_c
          7204      1 6E218264A1CA2F260BEC45C6CDDEF45CCDEFD943     0 core\materials\editor\env_firesource_tga_f99f6622.vtex_c
          7172      1 900EA66EECFD6160BE9248C4AABE41B133F3095B     0 core\materials\editor\env_fire_tga_ee969453.vtex_c
          3272      1 D0E3424B856C9264F9F20BC77C0ADDEE173EB027     0 core\materials\editor\env_fog_controller.vmat_c
          4508      1 CDA9303B34315BA5F86E5F0D64B3C49A2D236EB8     0 core\materials\editor\env_fog_controller_color_tga_c317837d.vtex_c
          3304      1 FB05043BF1B1985BC7122295702B400193338486     0 core\materials\editor\env_instructor_hint.vmat_c
          7220      1 0B96A7D02ADDFC598BC6E63AE6A790394F2AD52B     0 core\materials\editor\env_instructor_hint_tga_eed01989.vtex_c
          3248      1 25E330E7D5BD592736A264EA775544A3765B3C03     0 core\materials\editor\env_microphone.vmat_c
          7204      1 1E698A2E865C4795F30A39D0AD35CD463A8103C1     0 core\materials\editor\env_microphone_tga_4b171c55.vtex_c
          3248      1 831654D57A401AE680597DA3EC56E809CE521318     0 core\materials\editor\env_particles.vmat_c
          7188      1 E2A8C8870A51FEDD120F79C0672CD9EA6EFE34C9     0 core\materials\editor\env_particles_tga_7b92eb1e.vtex_c
          3288      1 15243CE280F2BAF72DF90108C60D69CA3D1EB2A7     0 core\materials\editor\env_physexplosion.vmat_c
          7204      1 FB0CCCC36FC86554B8A418A4B05D7BB7C54C62D1     0 core\materials\editor\env_physexplosion_tga_1a476ad1.vtex_c
          3232      1 11B8995285F93B674CFB90D4CFBDB9118F3BC2FB     0 core\materials\editor\env_shake.vmat_c
          7172      1 D85847A462BC20BBE1A552F3F0D19426E282C507     0 core\materials\editor\env_shake_tga_3c8d9c09.vtex_c
          3232      1 E27161C6EA58C98AD66A3673FDEA1B63EA2E6D97     0 core\materials\editor\env_shooter.vmat_c
          7188      1 1D39473F69747D5F64684E964165C3B30CF68AA2     0 core\materials\editor\env_shooter_tga_93e9df0b.vtex_c
          3248      1 5E4EFEB7C10DC86A2A2A18151B10B879BA762212     0 core\materials\editor\env_soundscape.vmat_c
          7204      1 1869E25784E71045A32E31F805B4CA84E62E1311     0 core\materials\editor\env_soundscape_tga_8187a3a3.vtex_c
          3232      1 10440A13CCEBFD6B224E1838554DCA5A27405014     0 core\materials\editor\env_spark.vmat_c
          7172      1 300429163D1140A048C0EDAB85942DA679A0B613     0 core\materials\editor\env_spark_tga_59d98eca.vtex_c
          3320      1 69E26471FA30693E715839AEA3D028F0D840E555     0 core\materials\editor\env_tonemap_controller.vmat_c
          7236      1 A11884CB825190FA6D49A1C568971240D0822DBA     0 core\materials\editor\env_tonemap_controller_tga_e1332006.vtex_c
          3208      1 30AA1F9C8B6B7B1990284147A7A26DBC3D5C9CDB     0 core\materials\editor\env_wind.vmat_c
          7172      1 3336EBE7B498155BB159B4098E01FAF774EBBFF0     0 core\materials\editor\env_wind_tga_205cde38.vtex_c
          3248      1 3A75059AE63F3FF89CC6ED593940BD1F31883AE1     0 core\materials\editor\filter_class.vmat_c
          7188      1 A30B52A6D984840C4C00D0A3566E6731002D569D     0 core\materials\editor\filter_class_tga_cdd48797.vtex_c
          3264      1 386F597B1C647A3343A09EF8467CAD04F41816C2     0 core\materials\editor\filter_multiple.vmat_c
          7204      1 FE2136D854FB903B3B6F4BEEA9AC9F06D5EEA324     0 core\materials\editor\filter_multiple_tga_fc885373.vtex_c
          3232      1 57D2B62CC15340B3E9222CDE3CBF715055C2C517     0 core\materials\editor\filter_name.vmat_c
          7188      1 38B20AEB733B056A92A95218A960AF2C276176FA     0 core\materials\editor\filter_name_tga_779a093b.vtex_c
          3232      1 5FCD1CA669C5F61C3F2829E179D95CE8C75EB72F     0 core\materials\editor\filter_team.vmat_c
          7188      1 9C44A7865D1B334F7AC9ED87E31DFE925B85F879     0 core\materials\editor\filter_team_tga_e46a95aa.vtex_c
          3248      1 73FC606F178855753BEBB75FC10F7D6AA5AA4E61     0 core\materials\editor\fog_controller.vmat_c
          7204      1 6E9D68BF4E652E2F806FD657D562402C58E818E6     0 core\materials\editor\fog_controller_tga_a0409a59.vtex_c
          3208      1 F40C05159A6AD2B563ABDA0D321F4CCCB7768A3A     0 core\materials\editor\game_end.vmat_c
          7172      1 0EE6A98772643223E14360B7A41CCE7A074DE039     0 core\materials\editor\game_end_tga_2e0fc18e.vtex_c
          3232      1 F9A9CF4481EEF07EA9A7465A46B43182F44ECFF2     0 core\materials\editor\game_text.vmat_c
          7172      1 6EE7A0054DE3865258CA74C8016034691A21668D     0 core\materials\editor\game_text_tga_bc034d95.vtex_c
          3232      1 EB6836249530F716018D11EEF3B5664F86289851     0 core\materials\editor\gibshooter.vmat_c
          7188      1 10E82F2C39A6463BAA00C2A4CC9D2D43F1C7CEEC     0 core\materials\editor\gibshooter_tga_a5315a27.vtex_c
          5688      1 7524100815011EEBC45FC9A121E230987B0D5E29     0 core\materials\editor\gizmoaxis.vmat_c
          4476      1 02D5E2183C48DA620BC0183F75FE29F2A7233B84     0 core\materials\editor\gizmoaxis_color_tga_9150618f.vtex_c
          5760      1 67DEC9BC788A68AFE553FE8A8572DD58C20BA82F     0 core\materials\editor\gizmorotatehandle.vmat_c
          4508      1 9B48ACB72A66A47D95D8FCB35150A0A34404320D     0 core\materials\editor\gizmorotatehandle_color_tga_504e7739.vtex_c
          5760      1 E1CD17DA43A746D85B4141912AC5237A88BE8C2D     0 core\materials\editor\gizmoscalehandle.vmat_c
          4508      1 061B86B360FB2C693AF6A405B0756CB12A9D1590     0 core\materials\editor\gizmoscalehandle_color_tga_c10928ab.vtex_c
          5808      1 98881FEF6A5B67897FE86EFBC4BED77E6C0EF799     0 core\materials\editor\gizmotranslatehandle.vmat_c
          4524      1 AB15952495CCFC6532F9F395F096F0769F328A79     0 core\materials\editor\gizmotranslatehandle_color_tga_3ebd7528.vtex_c
          6272      1 1D679D332B8C61B64CB17AFB880CB83779A51258     0 core\materials\editor\ground_node.vmat_c
         23924      1 7891E0F975B3C6E294DBF2AFB7EE46DE9B65EE38     0 core\materials\editor\ground_node_color_tga_8d3cfdec.vtex_c
          6336      1 0F5841377913D62F9B92B8E2F0055EB102455EB5     0 core\materials\editor\ground_node_hint.vmat_c
         23956      1 344E2BC9AF28EC6868B9489537D4BF8C0A3DFA7E     0 core\materials\editor\ground_node_hint_color_tga_86b53fad.vtex_c
          3240      1 63DD923534EB3B77BD08298120A0CADF7937560B     0 core\materials\editor\iconhelper_border.vmat_c
          1604      1 E5ED9112DEBC9D5A2577299DFEC2F2AA8AEDB4AC     0 core\materials\editor\iconhelper_border_vmat_g_tcolorb_51d676ae.vtex_c
          3248      1 88F006DD5CA181900C375C3BB7ECFB2173A961BC     0 core\materials\editor\info_gamemode.vmat_c
          7188      1 84EB767E4ECAC32B4A4093F91F270228509D3EAA     0 core\materials\editor\info_gamemode_tga_780cd07f.vtex_c
          3320      1 94F9896DA66DD3C4B345EB2FC336AF5D44A726A9     0 core\materials\editor\info_game_event_proxy.vmat_c
          7220      1 E4C6F3093653A6B234A3CC1B03066EBE4DF010C3     0 core\materials\editor\info_game_event_proxy_tga_2e722a6d.vtex_c
          3248      1 1A0EBF7028DF121C6446D70352E8F157E37C3118     0 core\materials\editor\info_landmark.vmat_c
          7188      1 162899E86F0A556E47676DDC6141B44ECBB0A08A     0 core\materials\editor\info_landmark_tga_37e412aa.vtex_c
          3248      1 147AEFE319958180D4A41A5925B8B96060E8F5E8     0 core\materials\editor\info_lighting.vmat_c
          7188      1 C8F7D41751FF300238279FC65E1772C211307DD4     0 core\materials\editor\info_lighting_tga_d99614ef.vtex_c
          3280      1 EFB845DB4488E138C5C95ED4B1613A3EBD0A2753     0 core\materials\editor\info_target.vmat_c
          7204      1 34FBB0EF4B231142C67C8BDF80A20097538FD4C5     0 core\materials\editor\info_target_color_tga_88892f1b.vtex_c
          3264      1 AAC43E353ABF6406FF8EB8D5CD795651E7EE532C     0 core\materials\editor\info_world_layer.vmat_c
